PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2,Target
7.14,14.29,14.29,0,7.14,0,7.14,7.14,0,7.14,0,0,7.14,14.29,7.14,7.14,0,0,0,0,0.0717,0.1011,
0,0,4.17,12.5,8.33,8.33,4.17,4.17,16.67,8.33,0,8.33,8.33,8.33,0,0,0,8.33,0,0,0.074,0.072,
0,0,8.33,0,8.33,4.17,0,16.67,4.17,0,8.33,4.17,4.17,0,4.17,8.33,8.33,8.33,4.17,8.33,0.0796,0.0881,
5.56,0,0,5.56,0,11.11,0,16.67,0,5.56,11.11,11.11,5.56,0,5.56,11.11,5.56,5.56,0,0,0.0735,0.0811,
3.45,3.45,6.9,0,3.45,3.45,3.45,3.45,10.34,3.45,3.45,3.45,6.9,17.24,10.34,3.45,3.45,3.45,3.45,3.45,0.0836,0.0894,
10,0,5,0,0,5,0,2.5,5,7.5,5,2.5,10,5,12.5,17.5,0,7.5,0,5,0.1004,0.0875,
8.11,2.7,8.11,8.11,8.11,13.51,5.41,5.41,0,2.7,2.7,5.41,8.11,0,8.11,5.41,5.41,2.7,0,0,0.0807,0.0617,
5.41,8.11,2.7,0,0,5.41,2.7,13.51,21.62,0,5.41,2.7,2.7,8.11,13.51,2.7,0,5.41,0,0,0.1005,0.1065,
0,0,14.29,0,7.14,14.29,0,21.43,0,7.14,7.14,28.57,0,0,0,0,0,0,0,0,0.0576,0.0916,
12.5,0,4.17,4.17,4.17,8.33,4.17,2.08,12.5,6.25,2.08,16.67,0,4.17,8.33,4.17,4.17,0,0,2.08,0.0803,0.0996,
10,0,6.67,6.67,3.33,6.67,3.33,0,6.67,6.67,0,0,0,6.67,3.33,13.33,10,6.67,3.33,6.67,0.0854,0.0986,
0,4,8,4,0,4,8,4,8,12,4,0,4,4,8,12,8,4,0,4,0.0699,0.0869,
12.5,2.08,4.17,10.42,4.17,0,6.25,4.17,0,8.33,4.17,6.25,6.25,6.25,8.33,2.08,6.25,4.17,2.08,2.08,0.081,0.0788,
2.63,7.89,2.63,0,0,5.26,7.89,5.26,15.79,0,5.26,2.63,2.63,5.26,15.79,5.26,0,15.79,0,0,0.1089,0.0977,
9.09,9.09,0,9.09,0,9.09,0,9.09,18.18,0,0,9.09,9.09,0,9.09,0,9.09,0,0,0,0.0997,0.1114,
7.69,7.69,5.13,2.56,5.13,10.26,7.69,5.13,2.56,0,5.13,2.56,5.13,5.13,7.69,5.13,5.13,7.69,0,2.56,0.0728,0.0924,
0,0,10.42,2.08,0,6.25,6.25,0,16.67,2.08,6.25,14.58,6.25,4.17,6.25,8.33,6.25,4.17,0,0,0.0704,0.0613,
2.27,2.27,2.27,6.82,6.82,4.55,4.55,4.55,9.09,11.36,4.55,4.55,2.27,6.82,6.82,2.27,4.55,0,9.09,4.55,0.1034,0.087,
0,2.56,10.26,2.56,5.13,7.69,12.82,5.13,2.56,7.69,5.13,7.69,5.13,5.13,2.56,0,0,7.69,5.13,5.13,0.0911,0.0605,
8.33,0,0,16.67,0,0,0,8.33,8.33,25,0,0,16.67,0,0,0,0,16.67,0,0,0.0594,0.0614,
2.86,2.86,0,0,2.86,2.86,11.43,2.86,8.57,2.86,2.86,5.71,5.71,5.71,5.71,8.57,8.57,8.57,2.86,8.57,0.0743,0.0751,
8.7,8.7,8.7,4.35,0,8.7,4.35,0,4.35,13.04,0,0,0,0,4.35,17.39,4.35,8.7,0,4.35,0.0752,0.0807,
16.67,0,0,25,8.33,8.33,0,0,8.33,0,0,0,0,8.33,0,8.33,0,8.33,8.33,0,0.0772,0.1109,
15.91,0,0,0,2.27,6.82,4.55,4.55,18.18,2.27,4.55,2.27,2.27,2.27,18.18,2.27,6.82,4.55,2.27,0,0.1407,0.1022,
6.67,0,3.33,0,10,13.33,0,13.33,0,16.67,3.33,3.33,0,0,3.33,13.33,0,6.67,6.67,0,0.0977,0.0735,
0,2.7,2.7,5.41,0,2.7,5.41,5.41,5.41,0,2.7,8.11,10.81,2.7,8.11,10.81,13.51,2.7,5.41,5.41,0.0722,0.0785,
4.55,6.82,6.82,9.09,2.27,0,6.82,4.55,2.27,0,9.09,0,4.55,6.82,2.27,11.36,2.27,0,9.09,11.36,0.0784,0.0865,
3.12,6.25,0,3.12,6.25,6.25,3.12,3.12,6.25,6.25,3.12,12.5,0,9.38,6.25,12.5,6.25,3.12,0,3.12,0.0868,0.0662,
0,3.45,13.79,3.45,6.9,0,0,0,3.45,6.9,0,0,10.34,3.45,10.34,3.45,13.79,3.45,10.34,6.9,0.0895,0.0836,
10.53,2.63,0,5.26,5.26,2.63,10.53,10.53,5.26,0,0,7.89,5.26,5.26,5.26,2.63,5.26,10.53,0,5.26,0.0878,0.0818,
2.33,0,9.3,9.3,2.33,4.65,2.33,4.65,2.33,6.98,6.98,6.98,2.33,2.33,11.63,4.65,6.98,2.33,6.98,4.65,0.1153,0.1015,
10.71,0,0,3.57,7.14,7.14,0,7.14,7.14,10.71,0,7.14,3.57,0,10.71,3.57,3.57,0,0,17.86,0.1301,0.0777,
4,0,16,4,4,0,12,8,12,16,0,4,4,0,4,8,0,4,0,0,0.0821,0.0764,
20,2,4,6,4,8,0,4,2,8,2,0,2,4,4,10,4,10,4,2,0.0699,0.0741,
7.89,2.63,7.89,2.63,0,5.26,2.63,0,7.89,13.16,5.26,7.89,0,0,7.89,7.89,2.63,5.26,10.53,2.63,0.0934,0.1009,
17.39,0,0,43.48,0,0,0,4.35,26.09,0,0,4.35,0,0,0,0,0,4.35,0,0,0.0749,0.0801,
11.36,2.27,6.82,4.55,0,6.82,6.82,4.55,4.55,6.82,6.82,4.55,2.27,4.55,4.55,4.55,4.55,4.55,6.82,2.27,0.0828,0.0788,
13.79,0,3.45,3.45,3.45,3.45,0,0,0,24.14,3.45,0,3.45,3.45,6.9,0,10.34,13.79,0,6.9,0.0666,0.0749,
3.45,0,6.9,0,3.45,6.9,10.34,0,13.79,3.45,10.34,3.45,0,6.9,3.45,13.79,0,0,6.9,6.9,0.0591,0.0761,
0,8.11,2.7,0,0,2.7,2.7,10.81,10.81,2.7,2.7,5.41,2.7,8.11,21.62,2.7,2.7,13.51,0,0,0.1132,0.1109,
0,8.33,8.33,0,0,8.33,0,0,16.67,8.33,0,16.67,0,0,8.33,8.33,16.67,0,0,0,0.0729,0.0833,
8.33,2.08,6.25,0,6.25,6.25,8.33,4.17,6.25,0,6.25,2.08,12.5,8.33,2.08,4.17,2.08,6.25,0,8.33,0.0826,0.072,
8.33,2.78,0,8.33,2.78,8.33,11.11,5.56,8.33,5.56,5.56,2.78,0,8.33,2.78,2.78,2.78,5.56,5.56,2.78,0.0821,0.0883,
2.63,7.89,0,10.53,2.63,0,2.63,5.26,7.89,5.26,5.26,5.26,0,7.89,7.89,10.53,10.53,2.63,2.63,2.63,0.0987,0.0663,
9.09,0,13.64,0,4.55,18.18,0,0,0,4.55,0,9.09,0,4.55,4.55,0,9.09,18.18,0,4.55,0.0912,0.0712,
6.45,3.23,9.68,3.23,12.9,6.45,3.23,3.23,6.45,6.45,3.23,0,9.68,3.23,0,6.45,6.45,9.68,0,0,0.0537,0.0883,
7.32,0,4.88,0,0,9.76,4.88,2.44,7.32,9.76,2.44,2.44,7.32,2.44,9.76,12.2,2.44,4.88,4.88,4.88,0.0983,0.0936,
2.13,4.26,6.38,4.26,4.26,6.38,12.77,6.38,6.38,2.13,4.26,6.38,4.26,4.26,4.26,2.13,4.26,4.26,4.26,6.38,0.082,0.0806,
10.2,8.16,0,4.08,2.04,4.08,4.08,2.04,16.33,8.16,2.04,8.16,0,0,8.16,8.16,8.16,4.08,0,2.04,0.076,0.0883,
11.76,0,5.88,0,0,5.88,5.88,11.76,17.65,17.65,0,0,0,0,0,5.88,5.88,11.76,0,0,0.0954,0.0943,
0,0,0,4.55,0,9.09,4.55,0,13.64,9.09,0,0,13.64,4.55,18.18,4.55,4.55,9.09,0,4.55,0.1048,0.1149,
5.26,0,7.89,5.26,2.63,5.26,5.26,5.26,5.26,5.26,5.26,2.63,5.26,10.53,2.63,2.63,5.26,0,10.53,7.89,0.0935,0.0936,
6.67,0,13.33,0,6.67,20,0,6.67,0,6.67,6.67,0,0,0,6.67,6.67,6.67,13.33,0,0,0.0794,0.0671,
2.04,8.16,6.12,6.12,2.04,0,4.08,0,22.45,6.12,6.12,6.12,2.04,2.04,8.16,2.04,10.2,2.04,0,4.08,0.0854,0.0735,
5.26,10.53,7.89,2.63,7.89,5.26,0,2.63,5.26,2.63,7.89,10.53,5.26,5.26,5.26,5.26,2.63,2.63,2.63,2.63,0.0637,0.0878,
2,6,2,8,6,4,6,10,2,6,8,0,6,6,2,2,6,2,6,10,0.0788,0.0629,
0,0,5.26,2.63,13.16,2.63,0,10.53,5.26,15.79,2.63,5.26,5.26,0,5.26,10.53,7.89,5.26,0,2.63,0.0595,0.0626,
3.45,0,0,3.45,3.45,3.45,3.45,6.9,6.9,13.79,6.9,3.45,0,0,6.9,10.34,6.9,3.45,6.9,10.34,0.0903,0.1041,
4.76,14.29,4.76,0,9.52,4.76,4.76,0,0,0,4.76,9.52,0,0,19.05,4.76,0,4.76,0,14.29,0.1014,0.1141,
8.11,8.11,2.7,8.11,8.11,0,0,0,5.41,2.7,13.51,0,5.41,0,2.7,10.81,5.41,10.81,0,8.11,0.0573,0.0595,
0,11.76,11.76,0,0,0,5.88,5.88,5.88,5.88,0,5.88,0,5.88,11.76,5.88,5.88,17.65,0,0,0.0872,0.1232,
2.94,2.94,11.76,11.76,8.82,2.94,5.88,8.82,2.94,2.94,0,8.82,2.94,2.94,5.88,5.88,2.94,5.88,0,2.94,0.0771,0.0986,
5.26,10.53,2.63,2.63,2.63,10.53,10.53,0,0,2.63,0,5.26,10.53,7.89,0,2.63,10.53,7.89,2.63,5.26,0.0559,0.0605,
3.23,0,0,0,12.9,6.45,0,12.9,3.23,29.03,3.23,3.23,0,3.23,0,6.45,9.68,3.23,0,3.23,0.0553,0.0537,
11.11,5.56,13.89,0,8.33,5.56,0,5.56,0,13.89,0,8.33,13.89,2.78,2.78,5.56,0,0,0,2.78,0.0679,0.0691,
2.17,8.7,0,13.04,2.17,0,4.35,10.87,26.09,6.52,2.17,4.35,0,0,4.35,8.7,4.35,0,0,2.17,0.0906,0.0818,
0,0,7.14,10.71,0,3.57,0,3.57,3.57,25,3.57,3.57,0,3.57,7.14,7.14,7.14,10.71,0,3.57,0.0761,0.0767,
5.88,5.88,0,2.94,2.94,2.94,2.94,0,14.71,5.88,8.82,14.71,0,2.94,8.82,0,2.94,5.88,5.88,5.88,0.0997,0.0985,
0,9.52,9.52,0,4.76,4.76,0,0,4.76,0,9.52,4.76,4.76,4.76,9.52,9.52,0,4.76,14.29,4.76,0.0916,0.1448,
5.41,8.11,0,2.7,8.11,0,5.41,8.11,8.11,0,2.7,8.11,8.11,2.7,5.41,2.7,8.11,8.11,5.41,2.7,0.0824,0.0767,
0,0,25,0,6.25,12.5,0,12.5,6.25,0,0,6.25,6.25,0,6.25,0,6.25,6.25,0,6.25,0.0637,0.0881,
0,2.27,0,13.64,2.27,6.82,2.27,15.91,6.82,9.09,4.55,6.82,2.27,0,6.82,11.36,2.27,4.55,0,2.27,0.0902,0.0717,
3.23,3.23,9.68,6.45,3.23,0,0,3.23,6.45,12.9,0,0,3.23,3.23,3.23,12.9,6.45,6.45,9.68,6.45,0.088,0.1038,
6.82,4.55,2.27,0,4.55,9.09,11.36,2.27,9.09,9.09,6.82,2.27,6.82,6.82,2.27,2.27,2.27,2.27,4.55,4.55,0.0627,0.0834,
4.17,0,10.42,8.33,12.5,18.75,0,4.17,4.17,2.08,2.08,6.25,0,4.17,6.25,4.17,6.25,6.25,0,0,0.0999,0.0787,
0,0,2.94,0,17.65,5.88,0,2.94,2.94,11.76,2.94,5.88,5.88,0,5.88,8.82,8.82,14.71,0,2.94,0.0683,0.0657,
4.55,4.55,2.27,0,4.55,4.55,2.27,9.09,6.82,4.55,4.55,4.55,2.27,2.27,6.82,9.09,6.82,6.82,0,13.64,0.0855,0.0897,
7.69,7.69,2.56,2.56,2.56,5.13,2.56,2.56,5.13,0,5.13,5.13,7.69,10.26,7.69,2.56,0,12.82,7.69,2.56,0.0691,0.0763,
6.45,3.23,0,0,6.45,9.68,3.23,6.45,6.45,6.45,6.45,3.23,3.23,3.23,0,3.23,6.45,9.68,12.9,3.23,0.0727,0.0803,
10,0,10,10,0,10,10,10,0,0,10,0,0,10,0,10,0,0,10,0,0.0902,0.0992,
3.45,17.24,10.34,6.9,3.45,10.34,13.79,3.45,3.45,0,3.45,3.45,0,0,0,0,10.34,3.45,6.9,0,0.0633,0.0501,
2.38,4.76,2.38,7.14,2.38,4.76,11.9,4.76,2.38,4.76,4.76,7.14,4.76,4.76,7.14,2.38,2.38,2.38,7.14,9.52,0.0927,0.0865,
6.45,19.35,3.23,3.23,3.23,9.68,3.23,9.68,0,0,0,9.68,6.45,6.45,3.23,3.23,9.68,3.23,0,0,0.0636,0.0471,
7.32,7.32,4.88,9.76,7.32,4.88,12.2,2.44,2.44,9.76,2.44,2.44,9.76,0,2.44,7.32,0,2.44,2.44,2.44,0.0777,0.0771,
5.26,7.89,5.26,2.63,2.63,2.63,5.26,10.53,5.26,5.26,0,10.53,0,5.26,10.53,0,2.63,0,10.53,7.89,0.1188,0.0961,
9.09,9.09,9.09,0,0,0,0,0,0,0,9.09,18.18,9.09,9.09,9.09,0,0,9.09,0,9.09,0.0718,0.0861,
9.68,0,9.68,0,6.45,3.23,0,6.45,6.45,6.45,0,0,6.45,16.13,3.23,3.23,3.23,3.23,6.45,9.68,0.0855,0.1019,
2.63,0,5.26,2.63,15.79,7.89,0,7.89,5.26,13.16,2.63,2.63,5.26,0,5.26,5.26,5.26,10.53,0,2.63,0.0715,0.068,
0,2.44,9.76,14.63,2.44,2.44,2.44,12.2,4.88,7.32,2.44,7.32,2.44,0,0,7.32,12.2,7.32,0,2.44,0.0616,0.0658,
0,0,16.67,4.17,0,0,0,16.67,0,8.33,0,0,4.17,8.33,0,8.33,8.33,4.17,16.67,4.17,0.0964,0.0754,
0,0,0,0,18.18,0,9.09,9.09,9.09,9.09,0,9.09,18.18,0,9.09,9.09,0,0,0,0,0.0885,0.1032,
12.9,0,0,6.45,9.68,0,0,9.68,3.23,12.9,6.45,0,6.45,3.23,6.45,3.23,6.45,9.68,0,3.23,0.0696,0.0697,
9.09,0,4.55,0,0,4.55,13.64,0,13.64,9.09,0,0,9.09,0,0,22.73,0,9.09,0,4.55,0.0714,0.07,
8.33,5.56,2.78,2.78,11.11,2.78,5.56,2.78,8.33,8.33,2.78,2.78,8.33,2.78,0,2.78,5.56,0,11.11,5.56,0.0795,0.0801,
12.24,0,0,8.16,2.04,10.2,2.04,4.08,12.24,2.04,4.08,14.29,4.08,8.16,6.12,4.08,4.08,0,0,2.04,0.0571,0.0729,
0,20,6.67,0,0,0,0,6.67,13.33,0,0,13.33,6.67,6.67,0,6.67,20,0,0,0,0.0497,0.0397,
7.14,0,7.14,14.29,0,0,7.14,7.14,14.29,0,0,7.14,7.14,0,0,14.29,0,0,0,14.29,0.0571,0.0727,
6.52,0,6.52,6.52,2.17,6.52,4.35,4.35,4.35,8.7,2.17,4.35,6.52,6.52,0,0,6.52,10.87,4.35,8.7,0.0818,0.0887,
0,7.14,7.14,0,0,7.14,0,7.14,14.29,0,0,0,0,7.14,0,7.14,7.14,14.29,7.14,14.29,0.1215,0.0714,
0,0,0,26.67,0,0,13.33,6.67,0,6.67,0,0,0,0,6.67,6.67,13.33,0,6.67,13.33,0.1012,0.0752,
5.26,0,7.89,13.16,5.26,5.26,7.89,0,5.26,2.63,0,5.26,2.63,2.63,0,2.63,7.89,10.53,5.26,10.53,0.0778,0.073,
0,14.63,9.76,0,0,12.2,0,4.88,7.32,12.2,4.88,4.88,7.32,0,7.32,4.88,0,4.88,2.44,2.44,0.0795,0.0901,
4.65,2.33,0,0,6.98,0,2.33,6.98,27.91,6.98,2.33,11.63,2.33,4.65,4.65,6.98,0,4.65,0,4.65,0.0776,0.0767,
10,0,0,0,10,20,0,0,0,10,0,0,10,0,10,10,0,10,0,10,0.0896,0.1151,
21.74,0,4.35,8.7,4.35,4.35,0,4.35,8.7,0,4.35,4.35,8.7,4.35,4.35,4.35,0,13.04,0,0,0.0733,0.0771,
7.14,7.14,21.43,0,0,7.14,0,14.29,7.14,0,0,7.14,0,7.14,7.14,0,0,0,14.29,0,0.1208,0.1188,
8.33,8.33,8.33,0,0,0,0,0,8.33,8.33,8.33,8.33,0,16.67,0,0,16.67,0,8.33,0,0.068,0.0535,
0,6.38,4.26,0,10.64,4.26,2.13,2.13,8.51,10.64,4.26,10.64,4.26,2.13,10.64,6.38,10.64,0,0,2.13,0.0741,0.0832,
7.69,5.13,2.56,2.56,2.56,5.13,10.26,5.13,5.13,2.56,7.69,7.69,5.13,7.69,7.69,0,5.13,7.69,0,2.56,0.0658,0.0688,
0,8.11,2.7,0,0,5.41,2.7,5.41,21.62,5.41,5.41,2.7,5.41,8.11,13.51,2.7,2.7,8.11,0,0,0.0996,0.0997,
8.7,0,6.52,6.52,2.17,2.17,0,4.35,8.7,4.35,6.52,0,4.35,4.35,2.17,10.87,8.7,4.35,8.7,6.52,0.0949,0.0832,
0,6.67,0,0,6.67,0,0,6.67,0,6.67,0,6.67,0,13.33,6.67,6.67,0,20,0,20,0.0755,0.0558,
2.56,10.26,7.69,5.13,0,5.13,2.56,0,10.26,7.69,5.13,7.69,2.56,7.69,2.56,2.56,2.56,5.13,5.13,7.69,0.0858,0.0796,
20,0,7.5,10,12.5,0,5,2.5,0,7.5,0,2.5,5,7.5,5,0,0,12.5,0,2.5,0.0775,0.0793,
2.7,5.41,5.41,10.81,13.51,2.7,2.7,2.7,8.11,2.7,2.7,8.11,0,2.7,0,5.41,5.41,8.11,5.41,5.41,0.0706,0.079,
5.26,15.79,2.63,7.89,0,10.53,0,10.53,0,2.63,0,2.63,13.16,10.53,7.89,2.63,0,2.63,2.63,2.63,0.0892,0.0893,
6.38,6.38,0,4.26,10.64,4.26,0,2.13,4.26,6.38,6.38,6.38,4.26,6.38,6.38,6.38,2.13,6.38,6.38,4.26,0.105,0.0848,
6.82,4.55,9.09,2.27,4.55,2.27,9.09,4.55,2.27,6.82,0,4.55,9.09,4.55,6.82,4.55,2.27,4.55,6.82,4.55,0.0794,0.0699,
0,0,0,6.67,13.33,0,6.67,0,6.67,6.67,0,0,0,13.33,13.33,20,0,6.67,0,6.67,0.0759,0.1194,
0,8.33,0,0,8.33,0,0,8.33,8.33,0,0,8.33,16.67,0,8.33,8.33,0,8.33,16.67,0,0.1052,0.0773,
7.41,7.41,7.41,18.52,3.7,7.41,3.7,3.7,0,3.7,0,11.11,0,0,7.41,0,0,7.41,7.41,3.7,0.0961,0.0949,
6.82,11.36,4.55,0,6.82,4.55,9.09,4.55,0,2.27,2.27,0,2.27,6.82,9.09,6.82,9.09,6.82,0,6.82,0.0832,0.0796,
10,2.5,10,7.5,5,5,2.5,2.5,0,2.5,7.5,7.5,2.5,0,2.5,10,0,7.5,5,10,0.077,0.0841,
6.38,6.38,4.26,8.51,8.51,4.26,8.51,0,6.38,4.26,4.26,4.26,12.77,0,0,2.13,4.26,4.26,4.26,6.38,0.0831,0.0847,
4.76,9.52,4.76,9.52,0,0,0,4.76,9.52,4.76,0,4.76,4.76,9.52,9.52,4.76,9.52,4.76,4.76,0,0.0588,0.0749,
2.7,8.11,0,5.41,0,5.41,2.7,8.11,27.03,0,5.41,2.7,5.41,5.41,5.41,2.7,0,13.51,0,0,0.0922,0.0781,
13.51,5.41,2.7,0,8.11,8.11,2.7,0,5.41,5.41,2.7,10.81,2.7,0,5.41,8.11,10.81,8.11,0,0,0.0676,0.0897,
0,0,0,0,6.25,0,0,0,0,6.25,6.25,6.25,43.75,0,0,0,6.25,18.75,0,6.25,0.023,0.0335,
6.45,0,3.23,9.68,6.45,3.23,0,3.23,16.13,6.45,0,3.23,3.23,9.68,9.68,9.68,3.23,0,3.23,3.23,0.101,0.1177,
9.09,0,0,0,4.55,6.82,2.27,2.27,11.36,4.55,4.55,2.27,2.27,4.55,25,4.55,11.36,4.55,0,0,0.1183,0.1079,
6.82,6.82,2.27,4.55,2.27,2.27,11.36,2.27,4.55,6.82,0,2.27,2.27,6.82,0,9.09,4.55,11.36,9.09,4.55,0.0824,0.0733,
5.88,5.88,0,0,5.88,0,0,5.88,0,11.76,5.88,0,0,11.76,11.76,11.76,0,0,17.65,5.88,0.1146,0.0964,
6.98,6.98,2.33,2.33,11.63,9.3,0,6.98,2.33,2.33,6.98,4.65,2.33,4.65,2.33,4.65,13.95,6.98,0,2.33,0.0648,0.0609,
5.26,7.89,10.53,5.26,5.26,5.26,2.63,0,5.26,2.63,5.26,13.16,2.63,2.63,10.53,2.63,2.63,5.26,0,5.26,0.1006,0.0808,
0,0,5.26,0,0,5.26,0,10.53,18.42,0,2.63,5.26,5.26,7.89,18.42,7.89,0,10.53,0,2.63,0.0971,0.0933,
13.33,0,0,0,4.44,8.89,2.22,0,11.11,6.67,4.44,2.22,2.22,2.22,24.44,8.89,4.44,4.44,0,0,0.1178,0.1031,
8.33,16.67,5.56,5.56,2.78,11.11,0,2.78,11.11,2.78,0,2.78,5.56,5.56,2.78,5.56,11.11,0,0,0,0.0693,0.0696,
23.08,2.56,2.56,5.13,0,5.13,2.56,0,5.13,15.38,2.56,0,2.56,12.82,5.13,7.69,0,7.69,0,0,0.0894,0.0695,
15.38,0,0,0,0,0,0,15.38,7.69,7.69,0,0,7.69,7.69,15.38,7.69,0,7.69,0,7.69,0.0854,0.1074,
0,4.08,8.16,6.12,0,2.04,4.08,8.16,4.08,4.08,6.12,8.16,2.04,2.04,8.16,6.12,6.12,2.04,4.08,14.29,0.0788,0.0933,
0,27.59,0,0,0,20.69,0,3.45,13.79,0,0,6.9,3.45,3.45,6.9,3.45,3.45,3.45,0,3.45,0.0745,0.0892,
0,0,0,4,8,4,4,0,0,24,8,12,0,12,8,4,4,8,0,0,0.0589,0.1002,
6.45,3.23,0,9.68,0,0,0,0,16.13,3.23,12.9,3.23,0,3.23,9.68,19.35,0,12.9,0,0,0.072,0.0789,
4,4,6,4,0,6,6,4,0,4,8,4,4,0,4,12,12,6,8,4,0.0739,0.0744,
7.69,3.85,0,0,7.69,0,0,7.69,11.54,3.85,7.69,7.69,3.85,0,0,3.85,11.54,11.54,3.85,7.69,0.0756,0.0645,
0,4.55,4.55,2.27,2.27,4.55,6.82,4.55,4.55,2.27,11.36,2.27,9.09,0,6.82,4.55,2.27,9.09,9.09,9.09,0.0889,0.0679,
12.5,12.5,6.25,3.12,9.38,12.5,9.38,3.12,3.12,0,3.12,0,6.25,0,3.12,0,3.12,6.25,3.12,3.12,0.0832,0.0853,
2.94,0,2.94,2.94,5.88,8.82,5.88,14.71,0,8.82,11.76,2.94,2.94,2.94,5.88,5.88,0,2.94,5.88,5.88,0.0797,0.0925,
8.89,6.67,4.44,8.89,4.44,4.44,4.44,6.67,11.11,4.44,2.22,2.22,4.44,0,4.44,2.22,2.22,4.44,4.44,8.89,0.0847,0.0963,
6.25,4.17,2.08,6.25,6.25,10.42,2.08,8.33,4.17,2.08,2.08,4.17,2.08,8.33,8.33,4.17,8.33,4.17,6.25,0,0.0942,0.1026,
8.57,0,5.71,5.71,11.43,8.57,0,14.29,0,14.29,5.71,0,5.71,0,0,5.71,2.86,8.57,0,2.86,0.048,0.0612,
0,0,9.09,13.64,2.27,4.55,0,2.27,18.18,4.55,2.27,4.55,4.55,2.27,0,9.09,15.91,6.82,0,0,0.0592,0.0799,
5.13,0,2.56,0,5.13,2.56,0,10.26,2.56,17.95,2.56,2.56,5.13,2.56,5.13,15.38,7.69,12.82,0,0,0.048,0.0538,
8.33,2.78,0,8.33,2.78,8.33,0,11.11,8.33,0,5.56,2.78,5.56,8.33,2.78,2.78,0,5.56,13.89,2.78,0.105,0.1149,
5,0,10,10,5,5,0,5,5,5,5,0,0,0,5,15,10,15,0,0,0.0758,0.0882,
6,6,4,2,4,2,8,2,8,6,4,4,6,4,6,6,8,0,8,6,0.0909,0.0852,
8.11,0,0,5.41,10.81,10.81,0,8.11,0,13.51,5.41,2.7,2.7,5.41,5.41,5.41,2.7,10.81,0,2.7,0.0693,0.0707,
0,5.88,2.94,5.88,8.82,2.94,5.88,11.76,2.94,5.88,0,8.82,5.88,5.88,5.88,2.94,2.94,5.88,5.88,2.94,0.0852,0.0852,
3.45,3.45,0,6.9,10.34,6.9,3.45,0,3.45,6.9,10.34,3.45,3.45,3.45,0,3.45,6.9,0,24.14,0,0.0943,0.1067,
4,6,2,0,2,4,2,4,18,8,2,2,6,6,18,4,0,10,0,2,0.1143,0.0762,
2.27,4.55,6.82,2.27,9.09,11.36,6.82,2.27,4.55,4.55,6.82,2.27,2.27,4.55,6.82,0,6.82,2.27,2.27,11.36,0.094,0.0771,
4.76,4.76,4.76,9.52,9.52,0,4.76,4.76,4.76,4.76,0,0,0,0,0,9.52,14.29,4.76,9.52,9.52,0.0798,0.0999,
2.5,10,7.5,10,10,2.5,7.5,2.5,2.5,2.5,2.5,0,2.5,0,5,10,5,5,10,2.5,0.0932,0.0822,
12.12,3.03,6.06,3.03,6.06,9.09,0,15.15,0,6.06,6.06,0,0,12.12,3.03,3.03,3.03,9.09,0,3.03,0.0646,0.066,
4.08,10.2,6.12,4.08,6.12,8.16,0,0,4.08,4.08,8.16,10.2,2.04,6.12,0,6.12,6.12,2.04,4.08,8.16,0.0845,0.0659,
9.3,4.65,4.65,6.98,2.33,0,9.3,4.65,0,2.33,4.65,6.98,6.98,4.65,6.98,6.98,6.98,9.3,0,2.33,0.0781,0.0666,
9.38,0,6.25,0,9.38,12.5,0,9.38,0,9.38,6.25,0,0,0,3.12,9.38,6.25,15.62,0,3.12,0.0599,0.0559,
0,3.12,15.62,0,0,6.25,0,0,3.12,6.25,3.12,0,9.38,12.5,18.75,3.12,12.5,0,0,6.25,0.0705,0.0806,
0,2.7,10.81,2.7,0,0,5.41,2.7,5.41,0,5.41,8.11,16.22,2.7,5.41,8.11,10.81,5.41,5.41,2.7,0.0669,0.0627,
0,8.11,8.11,0,5.41,2.7,5.41,18.92,2.7,2.7,5.41,5.41,5.41,2.7,5.41,2.7,2.7,0,5.41,10.81,0.0845,0.0781,
9.3,6.98,2.33,6.98,2.33,9.3,2.33,9.3,11.63,2.33,4.65,2.33,2.33,4.65,0,4.65,4.65,2.33,2.33,9.3,0.0713,0.0737,
21.43,0,7.14,14.29,0,0,0,7.14,7.14,7.14,0,0,0,0,7.14,7.14,7.14,7.14,7.14,0,0.0913,0.1143,
4.55,6.82,15.91,6.82,4.55,4.55,2.27,11.36,4.55,4.55,0,6.82,2.27,0,2.27,9.09,6.82,0,2.27,4.55,0.086,0.067,
5,10,7.5,5,0,2.5,5,5,7.5,2.5,0,0,10,0,7.5,5,7.5,2.5,12.5,5,0.1117,0.1014,
4.55,0,6.82,18.18,0,2.27,0,4.55,4.55,2.27,6.82,0,6.82,9.09,4.55,13.64,4.55,2.27,0,9.09,0.0699,0.0857,
2.63,2.63,7.89,5.26,7.89,0,10.53,0,7.89,5.26,0,13.16,5.26,5.26,0,0,7.89,2.63,7.89,7.89,0.078,0.0702,
10,0,10,10,10,10,0,0,0,10,10,0,0,0,20,0,10,0,0,0,0.134,0.1249,
